Q10,Q11,Q12,Q16,Q18,Q21,Q25,Q26,Q29,Q30,Q34,Q36,Q39,Q41,Income,Gender,Prayer,SI,Milieu,age1,yearbirth,Age,Q51,Q51other,Q53,Q53other
6,5,1,3,5,5,1,6,5,6,6,6,6,5,2,0,5,7,1,20,1999,1,NA,NA,NA,NA
4,5,NA,NA,4,6,4,4,1,6,6,6,5,5,1,1,5,7,1,48,1971,3,99,NA,99,NA
5,5,5,4,5,5,2,2,6,6,6,5,4,6,2,0,5,7,1,37,1982,2,4,NA,10,NA
5,2,2,5,5,5,1,5,4,4,6,6,5,6,2,1,1,7,1,24,1995,1,NA,NA,NA,NA
5,5,5,5,4,5,4,NA,6,6,6,6,NA,5,6,0,5,6,1,45,1974,3,NA,NA,NA,NA
4,5,5,1,1,4,1,5,6,5,5,5,NA,6,1,1,5,6,1,28,1991,1,NA,NA,NA,NA
6,6,5,3,5,NA,6,2,6,6,6,6,6,6,1,0,5,7,1,29,1990,1,9,21,NA,NA
1,5,5,4,1,4,1,4,6,6,2,6,1,3,5,1,5,6,1,49,1970,3,98,NA,98,NA
5,5,5,3,5,5,2,NA,6,6,5,6,2,1,1,0,5,7,1,23,1996,1,NA,NA,NA,NA
NA,6,NA,NA,6,NA,NA,NA,5,4,6,6,1,6,2,1,5,NA,1,78,1941,5,98,NA,98,NA
5,5,NA,5,5,5,NA,NA,6,6,6,6,NA,5,1,0,5,7,1,42,1977,3,NA,NA,NA,NA
5,6,1,3,1,5,1,1,6,6,6,6,6,1,2,1,1,6,1,24,1995,1,NA,NA,NA,NA
5,5,5,4,6,5,3,1,6,4,6,2,2,6,2,0,5,5,1,36,1983,2,NA,NA,NA,NA
5,5,5,5,6,5,6,5,6,6,6,6,NA,4,3,1,5,6,1,86,1933,5,7,NA,10,NA
1,5,4,6,5,5,4,NA,6,6,6,6,5,5,1,0,5,NA,1,45,1974,3,NA,NA,NA,NA
4,6,4,1,5,5,6,6,6,6,6,6,2,6,2,1,5,6,2,37,1982,2,4,NA,10,NA
1,3,1,4,5,5,1,5,5,6,6,5,6,1,2,0,5,7,2,19,2000,1,NA,NA,NA,NA
4,6,6,3,NA,6,4,NA,6,6,6,6,6,6,3,1,5,6,2,71,1948,5,6,NA,10,NA
5,5,5,1,1,1,6,6,6,6,6,6,2,5,2,0,5,4,2,27,1992,1,NA,NA,NA,NA
5,5,4,3,3,5,1,4,6,6,6,6,5,6,3,1,5,6,2,37,1982,2,NA,NA,99,NA
5,5,5,4,4,5,1,5,6,6,6,6,1,5,2,0,5,6,2,33,1986,2,1,NA,10,NA
5,5,5,5,4,4,1,5,6,6,6,6,4,6,4,1,3,2,2,18,2001,1,NA,NA,NA,NA
6,5,6,5,2,6,5,6,6,6,6,6,1,6,6,0,5,6,2,60,1959,5,NA,NA,98,NA
